,id,name,host_id,host_name,host_since,neighbourhood,neighbourhood_group,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,number_of_reviews,last_review,bathrooms,shared,last_review_year,host_since_year,hot.s,hot,predicted_price
2704,869545990885002112,Rental unit in Brooklyn · 2 bedrooms · 2 beds · 1 bath,16795188,Jesse,16236,Williamsburg,Brooklyn,40.70652739,-73.93091543,Entire home/apt,4,1 bath,2,2,0,NA,1,0,2022.8,2014,1,0,255.94
2705,751544681082578688,Condo in Brooklyn · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,266577166,Jhoan,18052,Bushwick,Brooklyn,40.69877,-73.91542,Private room,1,1 shared bath,1.8,1,35,19662,1,1,2023,2019,0,0,76.22
2706,826261336861117056,Rental unit in Staten Island · ★4.62 · 3 bedrooms · 4 beds · 1 bath,500973489,Mariam,19401,Arrochar,Staten Island,40.5977843,-74.0675066,Entire home/apt,6,1 bath,3,4,37,19646,1,0,2023,2023,1,0,187.79
2707,888340361696224256,Serviced apartment in New York · 3 bedrooms · 3 beds · 2 baths,162280872,Urban Furnished,17511,Upper East Side,Manhattan,40.7827919,-73.9540178,Entire home/apt,8,2 baths,3,3,1,19538,2,0,2023,2017,1,0,512.95
2708,945140514192291712,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,492711196,Ash,19351,Upper West Side,Manhattan,40.78779976,-73.97060953,Entire home/apt,4,1 bath,1,1,0,NA,1,0,2023,2022,1,0,300.98
2709,876243933376957440,Rental unit in New York · ★4.95 · 1 bedroom · 1 bed · 1 bath,155030835,Stephanie,17456,Inwood,Manhattan,40.86018835,-73.92933755,Entire home/apt,2,1 bath,1,1,19,19650,1,0,2023,2017,1,0,128.94
2710,719745162565013248,Home in Queens · ★4.50 · 3 bedrooms · 9 beds · 1 bath,413485013,David,18825,Rego Park,Queens,40.72888,-73.85955,Entire home/apt,13,1 bath,3,9,4,19623,1,0,2023,2021,1,0,371.58
2711,849783971932118272,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,320763011,Svetlana,18254,Battery Park City,Manhattan,40.70639543,-74.01615749,Entire home/apt,2,1 bath,1,1,0,NA,1,0,2022.8,2019,1,0,270.06
2712,800660883174608000,Rental unit in Brooklyn · 1 bedroom · 1 bed · 2 shared baths,30532557,Eibhlin,16528,Bushwick,Brooklyn,40.70060449,-73.93924343,Private room,1,2 shared baths,1,1,0,NA,2,1,2022.6,2015,0,0,67.64
2713,724535783876553856,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,50612145,Imri,16774,Williamsburg,Brooklyn,40.7084,-73.95172,Entire home/apt,2,1 bath,1,1,4,19501,1,0,2023,2015,1,0,223.08
2714,999667556798832384,Rental unit in Queens · ★New · 1 bedroom · 1 bed · 1 shared bath,501499086,CrossOver,19405,Elmhurst,Queens,40.7410491,-73.88302081,Private room,1,1 shared bath,1,1,0,NA,1,1,2023,2023,0,0,60.45
2715,32189288,Rental unit in New York · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,32136241,EStelle,16553,Chelsea,Manhattan,40.75348,-74.00047,Private room,1,1 shared bath,1,1,30,18329,1,1,2020,2015,0,0,123.22
2716,663802664162665216,Loft in Brooklyn · ★4.67 · 1 bedroom · 2 beds · 1 shared bath,17249370,Enrique,16246,Bushwick,Brooklyn,40.69422119,-73.90932063,Private room,1,1 shared bath,1,2,3,19605,1,1,2023,2014,0,0,73.63
2717,833424720192692352,Rental unit in New York · 3 bedrooms · 6 beds · 3 baths,496944100,RoomPicks,19376,Tribeca,Manhattan,40.71608112,-74.00980846,Entire home/apt,15,3 baths,3,6,0,NA,3,0,2023,2023,1,1,963.87
2718,950088048554818560,Rental unit in New York · 1 bedroom · 2 beds · 1 bath,408979935,Koichi,18802,Gramercy,Manhattan,40.73372,-73.98611,Entire home/apt,3,1 bath,1,2,0,NA,1,0,2022.4,2021,1,0,257.07
2719,882071689229714816,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,76013805,Natalia,16957,Hell's Kitchen,Manhattan,40.76164,-73.98922,Entire home/apt,2,1 bath,1,1,0,NA,1,0,2023,2016,1,0,259.32
2720,849261444235699456,Rental unit in Queens · ★4.87 · 4 bedrooms · 4 beds · 2 baths,70249788,Marcelo,16924,Ridgewood,Queens,40.69425992,-73.90325627,Private room,2,2 baths,2.6,4,15,19624,2,0,2023,2016,1,0,149.79
2721,617263217268272768,Rental unit in Bronx · ★4.65 · 1 bedroom · 1 bed · 1 shared bath,321402570,Joseph,18257,Kingsbridge,Bronx,40.86515,-73.90033,Private room,2,1 shared bath,1,1,23,19605,1,1,2023,2019,0,0,69.80
2722,890006035813046656,Condo in New York · 3 bedrooms · 3 beds · 1 shared bath,402215343,Dali,18765,Harlem,Manhattan,40.7996317,-73.954792,Private room,3,1 shared bath,1.2,3,2,19584,1,1,2023,2021,0,0,156.87
2723,841368449428969216,Rental unit in Brooklyn · ★4.95 · 2 bedrooms · 2 beds · 1 bath,49137729,Kimmy,16755,Bedford-Stuyvesant,Brooklyn,40.6813996,-73.9537521,Entire home/apt,5,1 bath,2,2,19,19645,1,0,2023,2015,1,0,250.16
2724,691854365159910016,Rental unit in New York · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,332212831,Patti And Kat,18292,Upper West Side,Manhattan,40.80208,-73.96265,Private room,2,1 shared bath,1,1,6,19569,1,1,2023,2020,0,0,129.85
2725,785601696900959104,Rental unit in Brooklyn · 1 bedroom · 1 bed · 2 shared baths,488855227,Leo,19319,Williamsburg,Brooklyn,40.70702381,-73.94840006,Private room,1,2 shared baths,1,1,1,19399,2,1,2023,2022,0,0,73.75
2726,959667125949545728,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 bath,517568992,Rhea,19508,Hell's Kitchen,Manhattan,40.75966,-73.99453,Private room,2,1 bath,1,1,7,19652,1,0,2023,2023,1,0,331.55
2727,608851159509104768,Home in Queens · 1 bedroom · 1 bed · 1 shared bath,19303369,Hiroki,16283,Flushing,Queens,40.7631,-73.82012,Private room,2,1 shared bath,1,1,1,19136,1,1,2022,2014,0,0,76.15
2728,418568,Rental unit in Brooklyn · 1 bedroom · 1 bath,2081616,Caitlin,15436,Williamsburg,Brooklyn,40.71485131,-73.95139209,Entire home/apt,1,1 bath,1,1,0,NA,1,0,2022.6,2012,1,0,205.60
2729,734682208263244800,Rental unit in Brooklyn · ★4.73 · 2 bedrooms · 5 beds · 1 bath,455683614,Ǧani,19105,Bushwick,Brooklyn,40.68147,-73.90546,Entire home/apt,8,1 bath,2,5,11,19591,1,0,2023,2022,1,0,245.80
2730,813795604614689024,Rental unit in New York · 3 bedrooms · 3 beds · 3 baths,17775359,Rove,16258,Gramercy,Manhattan,40.73419178,-73.98477707,Entire home/apt,6,3 baths,3,3,1,19469,3,0,2023,2014,1,0,540.52
2731,1004507987284505216,Home in New York · ★New · 1 bedroom · 1 bed · 1 bath,228263278,475,17864,Harlem,Manhattan,40.82457369,-73.94431369,Private room,1,1 bath,1,1,0,NA,1,0,2022.8,2018,1,0,158.90
2732,567569597445331904,Rental unit in New York · ★5.0 · 1 bedroom · 2 beds · 1 bath,433145666,Anna,18954,Midtown,Manhattan,40.74636,-73.9885,Entire home/apt,4,1 bath,1,2,7,19634,1,0,2023,2021,1,1,365.21
2733,956585695411872000,Rental unit in New York · ★New · 2 bedrooms · 2 beds · 2 baths,293753583,Pod,18149,Hell's Kitchen,Manhattan,40.75796236,-73.9943477,Entire home/apt,4,2 baths,2,2,0,NA,2,0,2023,2019,1,0,436.22
2734,858763587774457984,Rental unit in Brooklyn · ★New · 1 bedroom · 2 beds · 1 bath,242365972,Anne,17937,South Slope,Brooklyn,40.6649488,-73.9788363,Entire home/apt,5,1 bath,1,2,0,NA,1,0,2023,2019,1,0,225.55
2735,599991388795660288,Boutique hotel in New York · ★4.58 · Studio · 2 beds · 1 bath,219517861,Sonder (NYC),17812,Flatiron District,Manhattan,40.74265,-73.99032,Private room,4,1 bath,1,2,167,19645,1,0,2023,2018,1,0,363.43
2736,888253861914052864,Home in Queens · ★4.93 · 1 bedroom · 2 beds · 1 private bath,144186191,Carlos J,17381,Ridgewood,Queens,40.70829626,-73.90373236,Private room,2,1 private bath,1.4,2,30,19659,1,0,2023,2017,1,0,94.20
2737,705960660317173504,Home in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,237340817,Morlisa,17914,East Flatbush,Brooklyn,40.6484658,-73.9174968,Entire home/apt,2,1 bath,1,1,84,19647,1,0,2023,2019,1,0,105.73
2738,758919,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,3999634,Jonathan,15641,West Village,Manhattan,40.73464,-74.00349,Entire home/apt,2,1 bath,1,1,1,15857,1,0,2013,2012,1,0,127.49
2739,598488193327054336,Rental unit in New York · ★4.73 · Studio · 3 beds · 1 bath,388603242,Henri,18672,Midtown,Manhattan,40.747211,-73.987808,Entire home/apt,4,1 bath,1.8,3,62,19645,1,0,2023,2021,1,1,367.39
2740,825535187682898688,Rental unit in New York · 1 bedroom · 2 beds · 1 shared bath,365342297,Yu,18505,Lower East Side,Manhattan,40.71373394,-73.98826411,Private room,2,1 shared bath,1,2,2,19478,1,1,2023,2020,0,0,157.42
2741,49814851,Home in Queens · ★5.0 · 2 bedrooms · 3 beds · 1 shared bath,399098718,Randie,18745,Ozone Park,Queens,40.6831,-73.85579,Private room,4,1 shared bath,1.2,3,4,19575,1,1,2023,2021,0,0,119.29
2742,866859234391760000,Guest suite in Queens · ★4.86 · 2 bedrooms · 3 beds · 1 private bath,292397532,Katerin,18144,South Ozone Park,Queens,40.6769323,-73.8048356,Private room,2,1 private bath,2,3,7,19637,1,0,2023,2019,1,0,121.63
2743,1010947700541318784,Rental unit in Brooklyn · ★New · 1 bedroom · 1 bed · 2 baths,543459877,Kristina,19655,Bushwick,Brooklyn,40.69489806,-73.91187861,Private room,2,2 baths,1.4,1,0,NA,2,0,2023,2023,1,0,187.99
2744,744278325880141312,Rental unit in New York · ★4.13 · 3 bedrooms · 5 beds · 1 bath,513514739,Dina,19484,East Harlem,Manhattan,40.8021124,-73.9424459,Entire home/apt,5,1 bath,3,5,8,19479,1,0,2023,2023,1,0,269.74
2745,746831602893009536,Rental unit in Brooklyn · 2 bedrooms · 2 beds · 1 bath,107434423,Blueground,17151,Clinton Hill,Brooklyn,40.6819309,-73.9671668,Entire home/apt,4,1 bath,2,2,0,NA,1,0,2022.6,2016,1,0,256.96
2746,980372119467572608,Rental unit in New York · ★5.0 · 3 bedrooms · 3 beds · 2 baths,523604393,David,19542,Kips Bay,Manhattan,40.74244554,-73.98052922,Entire home/apt,6,2 baths,3,3,3,19643,2,0,2023,2023,1,0,486.79
2747,605090421306435968,Condo in Brooklyn · 1 bedroom · 1 bed · 1 bath,195205358,Gladys,17694,Canarsie,Brooklyn,40.64751,-73.90394,Entire home/apt,2,1 bath,1,1,0,NA,1,0,2022.8,2018,1,0,146.72
2748,889921997312374016,Home in Queens · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,228879817,Cindy,17868,Flushing,Queens,40.76245,-73.80776,Private room,2,1 shared bath,1,1,20,19613,1,1,2023,2018,0,0,81.12
2749,629728707925098240,Rental unit in Queens · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,414406854,Yigit,18829,Sunnyside,Queens,40.73352,-73.92052,Private room,1,1 shared bath,1,1,8,19612,1,1,2023,2021,0,0,74.42
2750,919086783844247040,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,56614506,Ilja,16829,Hell's Kitchen,Manhattan,40.76047576,-73.99584706,Entire home/apt,2,1 bath,1,1,0,NA,1,0,2023,2016,1,0,258.07
2751,922460674369513728,Rental unit in Brooklyn · 1 bedroom · 2 beds · 1 bath,10919905,Benjamin,16069,Greenpoint,Brooklyn,40.73076029,-73.95071099,Entire home/apt,2,1 bath,1,2,2,19554,1,0,2023,2013,1,0,214.30
2752,664579373936408832,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,114178652,Isabelle,17197,Bedford-Stuyvesant,Brooklyn,40.68482,-73.94549,Entire home/apt,2,1 bath,1,1,5,19570,1,0,2023,2017,1,0,173.19
2753,689142873808490624,Rental unit in New York · 2 bedrooms · 2 beds · 1 bath,460919458,David,19137,East Harlem,Manhattan,40.79599,-73.94543,Entire home/apt,4,1 bath,2,2,1,19296,1,0,2022,2022,1,0,220.85
2754,641305850362045952,Rental unit in New York · 2 bedrooms · 2 beds · 1 bath,460919458,David,19137,East Harlem,Manhattan,40.79434,-73.94383,Entire home/apt,4,1 bath,2,2,0,NA,1,0,2022.8,2022,1,0,233.83
2755,739776077107508480,Rental unit in Queens · ★4.58 · 1 bedroom · 4 beds · 1 bath,462961904,Meraj,19149,Elmhurst,Queens,40.74556,-73.89007,Entire home/apt,8,1 bath,1,4,26,19613,1,0,2023,2022,1,0,225.68
2756,812334346334365440,Serviced apartment in New York · 3 bedrooms · 6 beds · 3 baths,496944100,RoomPicks,19376,Midtown,Manhattan,40.76413158,-73.98040341,Entire home/apt,12,3 baths,3,6,0,NA,3,0,2023,2023,1,1,815.07
2757,1010700768153121280,Rental unit in New York · ★New · 1 bedroom · 1 bed · 1 bath,533234561,Tina,19591,Upper East Side,Manhattan,40.77280528,-73.94664747,Entire home/apt,2,1 bath,1,1,0,NA,1,0,2023,2023,1,0,235.06
2758,844353247725737984,Rental unit in Brooklyn · 1 bedroom · 1 bed · 2 shared baths,504784779,Anastasia,19426,Bedford-Stuyvesant,Brooklyn,40.69195483,-73.95491849,Private room,1,2 shared baths,1.6,1,0,NA,2,1,2022.4,2023,0,0,68.61
2759,984942864285851008,Rental unit in Brooklyn · ★New · 1 bedroom · 2 beds · 1 bath,85561353,Levan,17006,Gowanus,Brooklyn,40.66847514,-73.99461841,Entire home/apt,3,1 bath,1,2,0,NA,1,0,2023,2016,1,0,259.38
2760,881815895437767936,Home in The Bronx · ★4.92 · 1 bedroom · 1 bed · 1 private bath,492417898,Luci,19348,Tremont,Bronx,40.8432071,-73.89404563,Private room,2,1 private bath,1.6,1,12,19604,1,0,2023,2022,1,0,78.49
2761,778325115104694400,Rental unit in New York · 1 bedroom · 1 bed · 1 shared bath,490840837,Mary,19335,Harlem,Manhattan,40.80318,-73.95315,Private room,2,1 shared bath,1,1,1,19357,1,1,2022,2022,0,0,102.57
2762,978968341543041408,Hotel in New York · ★New · Studio · 1 bed · 1 bath,428576478,Ryan,18922,Midtown,Manhattan,40.75481673,-73.97983343,Private room,2,1 bath,1,1,0,NA,1,0,2023,2021,1,1,348.96
2763,998104585289418624,Rental unit in Brooklyn · ★New · 2 bedrooms · 3 beds · 2 baths,162470390,Timothy,17513,Bushwick,Brooklyn,40.6954,-73.9058,Entire home/apt,4,2 baths,2,3,0,NA,2,0,2023,2017,1,0,260.84
2764,548735145074243840,Rental unit in Brooklyn · 2 bedrooms · 2 beds · 1 bath,61436372,Izzy,16863,East Flatbush,Brooklyn,40.66033,-73.93794,Entire home/apt,4,1 bath,2,2,1,19036,1,0,2022,2016,1,0,191.99
2765,554283191774753024,Condo in New York · ★4.67 · Studio · 1 bed · 1 bath,24157955,Greg,16399,East Harlem,Manhattan,40.78423,-73.94662,Entire home/apt,1,1 bath,1,1,3,19388,1,0,2023,2014,1,0,103.20
2766,726852650283147904,Hotel in New York · 3 bedrooms · 6 beds · 3 baths,25138314,RoomPicks By Antony,16427,Midtown,Manhattan,40.74717,-73.98551,Private room,12,3 baths,3,6,0,NA,3,0,2023,2014,1,1,828.84
2767,900845159348542848,Rental unit in Queens · 1 bedroom · 1 bed · 1 shared bath,134474665,Lizeth,17328,Rego Park,Queens,40.73377,-73.85777,Private room,2,1 shared bath,1,1,0,NA,1,1,2022.6,2017,0,0,80.85
2768,876345218231198720,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,93636603,Zzz'S Luxury,17049,Bedford-Stuyvesant,Brooklyn,40.67904875,-73.94163304,Entire home/apt,3,1 bath,1,1,0,NA,1,0,2023,2016,1,0,183.02
2769,726858691169674624,Hotel in New York · 1 bedroom · 1 bed · 1 bath,25138314,RoomPicks By Antony,16427,Midtown,Manhattan,40.74773402,-73.98547377,Private room,2,1 bath,1,1,0,NA,1,0,2021.8,2014,1,1,303.66
2770,53842565,Rental unit in Brooklyn · ★4.17 · 1 bedroom · 1 bed · 1 bath,405091843,Stormy,18781,Bedford-Stuyvesant,Brooklyn,40.68023,-73.93948,Entire home/apt,2,1 bath,1,1,12,19506,1,0,2023,2021,1,0,161.75
2771,964800732080450048,Rental unit in Queens · ★New · 4 bedrooms · 1 bed · 2 shared baths,3223938,Eugene,15563,Ridgewood,Queens,40.70115,-73.90558,Private room,1,2 shared baths,1.8,1,0,NA,2,1,2023,2012,0,0,115.07
2772,960695444364832000,Rental unit in New York · ★3.33 · 2 bedrooms · 2 beds · 1 bath,103713745,Angela,17119,Harlem,Manhattan,40.8095949,-73.9462574,Entire home/apt,4,1 bath,2,2,3,19642,1,0,2023,2016,1,0,216.13
2773,987859791351502336,Rental unit in New York · ★3.67 · 1 bedroom · 1 bed · 1 shared bath,214135354,Min,17781,Upper East Side,Manhattan,40.77872596,-73.95354433,Shared room,1,1 shared bath,1,1,3,19649,1,1,2023,2018,0,0,118.12
2774,647266787507443328,Rental unit in Queens · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,159541257,Josephine,17491,Springfield Gardens,Queens,40.67773,-73.76238,Private room,2,1 shared bath,1,1,3,19169,1,1,2022,2017,0,0,77.49
2775,854304196762833408,Rental unit in New York · 1 bedroom · 1 bed · 2 shared baths,488737581,Leo,19318,Harlem,Manhattan,40.8051328,-73.95622788,Private room,1,2 shared baths,1.6,1,1,19509,2,1,2023,2022,0,0,84.83
2776,861092301997126528,Rental unit in Queens · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,64119235,Ghazal,16883,Sunnyside,Queens,40.74674,-73.91316,Private room,2,1 shared bath,2.2,1,3,19551,1,1,2023,2016,0,0,119.83
2777,784144751060543872,Home in Staten Island · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,491605940,David,19341,Tompkinsville,Staten Island,40.62694,-74.08596,Private room,1,1 shared bath,1,1,6,19562,1,1,2023,2022,0,0,69.04
2778,986935692588412416,Rental unit in New York · ★New · 1 bedroom · 6 beds · 1 bath,536021363,TeamOneBaz,19607,East Harlem,Manhattan,40.78894,-73.94195,Entire home/apt,5,1 bath,1,6,0,NA,1,0,2023,2023,1,0,239.11
2779,899299370537902848,Rental unit in New York · 3 bedrooms · 1 bed · 0 shared baths,305240193,June,18198,Morningside Heights,Manhattan,40.80375857,-73.96428992,Private room,1,0 shared baths,3,1,0,NA,0,1,2022.8,2019,0,0,101.99
2780,992018520500411264,Rental unit in New York · ★New · 1 bedroom · 1 bed · 1 bath,482399278,Ivan,19270,Harlem,Manhattan,40.8257,-73.95009,Private room,1,1 bath,1,1,0,NA,1,0,2023,2022,1,0,178.41
2781,774836321544269440,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,490257632,Al,19330,Fort Greene,Brooklyn,40.6976972,-73.97657871,Private room,1,1 shared bath,1,1,2,19564,1,1,2023,2022,0,0,91.80
2782,985918833272545280,Rental unit in New York · ★New · 1 bedroom · 1 bed · 1 bath,436303062,Chiu Yi,18977,Chinatown,Manhattan,40.71709185,-73.99147008,Private room,2,1 bath,1,1,0,NA,1,0,2022.6,2021,1,0,261.28
2783,815080795559184896,Rental unit in Queens · 1 bedroom · 1 bed · 1.5 shared baths,137358866,Kaz,17344,Elmhurst,Queens,40.7295,-73.87337,Private room,1,1.5 shared baths,1.8,1,2,19589,1.5,1,2023,2017,0,0,91.42
2784,861919045907837184,Home in Queens · ★4.83 · 1 bedroom · 2 beds · 1 bath,424416070,Nazma,18894,Long Island City,Queens,40.76345484,-73.94215801,Entire home/apt,5,1 bath,1,2,18,19605,1,0,2023,2021,1,0,262.17
2785,685585785808625792,Home in Queens · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,102251640,Jason,17107,Douglaston,Queens,40.75623,-73.73134,Private room,1,1 shared bath,1,1,4,19477,1,1,2023,2016,0,0,49.52
2786,672391750619248896,Rental unit in New York · ★4.75 · 1 bedroom · 2 beds · 1 bath,41399494,Joseph,16660,West Village,Manhattan,40.7334188,-74.0052521,Entire home/apt,3,1 bath,1,2,64,19647,1,0,2023,2015,1,0,319.33
2787,808558882704505088,Rental unit in Queens · ★4.74 · 2 bedrooms · 3 beds · 1 bath,211433602,Darnell,17767,Jamaica,Queens,40.68002993,-73.78187839,Entire home/apt,6,1 bath,2,3,23,19608,1,0,2023,2018,1,0,210.22
2788,892319696785638272,Home in Queens · ★4.84 · 1 bedroom · 2 beds · 1 bath,117543014,Jhonattan,17218,Glendale,Queens,40.704488,-73.8846222,Entire home/apt,2,1 bath,1,2,19,19626,1,0,2023,2017,1,0,111.33
2789,655339007497638528,Condo in Brooklyn · ★4.83 · 2 bedrooms · 3 beds · 1 private bath,171168334,Kamran,17563,Flatlands,Brooklyn,40.62776,-73.91913,Private room,2,1 private bath,1.8,3,80,19658,1,0,2023,2018,1,0,85.85
2790,853544111045060352,Rental unit in New York · Studio · 1 bed · 1 bath,61391963,Stay With Vibe,16863,Kips Bay,Manhattan,40.73945,-73.97987,Entire home/apt,2,1 bath,1,1,1,19587,1,0,2023,2016,1,0,221.06
2791,891410283784110592,Rental unit in Queens · 1 bedroom · 1 bed · 1 bath,270878146,Zurita,18070,Maspeth,Queens,40.72296904,-73.91024443,Entire home/apt,2,1 bath,1,1,2,19601,1,0,2023,2019,1,0,113.37
2792,53358798,Rental unit in Brooklyn · 1 bedroom · 1 shared bath,133802988,Alex & Vlada,17323,Crown Heights,Brooklyn,40.67229,-73.92956,Private room,2,1 shared bath,1,1.2,1,19153,1,1,2022,2017,0,0,83.47
2793,772583289360184448,Hotel in New York · 1 bedroom · 1 bed · 1 bath,25138314,RoomPicks By Antony,16427,Midtown,Manhattan,40.74689,-73.98601,Private room,2,1 bath,1,1,0,NA,1,0,2021.8,2014,1,1,303.66
2794,6914459,Rental unit in Brooklyn · ★4.48 · 1 bedroom · 1 bed · 1 shared bath,1299166,Ehren,15263,Flatbush,Brooklyn,40.65245,-73.9609,Private room,2,1 shared bath,1,1,52,19614,1,1,2023,2011,0,0,92.90
2795,737903801447740928,Rental unit in Brooklyn · 3 bedrooms · 3 beds · 2.5 baths,1793022,Kathleen,15392,Fort Greene,Brooklyn,40.6888998,-73.9737398,Entire home/apt,6,2.5 baths,3,3,1,19483,2.5,0,2023,2012,1,0,416.75
2796,847465090794164096,Townhouse in New York · 1 bedroom · 1 bed · 1 shared bath,19303369,Hiroki,16283,Washington Heights,Manhattan,40.85267905,-73.92624625,Private room,1,1 shared bath,1,1,0,NA,1,1,2022.6,2014,0,0,76.44
2797,770951877817471104,Rental unit in Brooklyn · ★4.96 · 1 bedroom · 2 beds · 1 bath,2971300,Priya,15538,Park Slope,Brooklyn,40.67596,-73.97952,Entire home/apt,4,1 bath,1,2,26,19658,1,0,2023,2012,1,0,253.79
2798,774157814612040448,Home in The Bronx · ★4.73 · 3 bedrooms · 4 beds · 1 bath,490134847,Atia,19329,Westchester Square,Bronx,40.8426722,-73.847868,Entire home/apt,8,1 bath,3,4,55,19653,1,0,2023,2022,1,0,229.29
2799,726323317124742400,Rental unit in Brooklyn · ★4.91 · 1 bedroom · 4 beds · 1 bath,429781557,Andrea,18931,Prospect Heights,Brooklyn,40.68195,-73.97506,Entire home/apt,6,1 bath,1,4,11,19354,1,0,2022,2021,1,0,271.21
2800,808442706810961280,Rental unit in New York · 1 bedroom · 1 bed · 0 shared baths,305240193,June,18198,Upper West Side,Manhattan,40.79835632,-73.96114339,Private room,1,0 shared baths,1,1,0,NA,0,1,2022.8,2019,0,0,120.63
2801,647970673581521280,Rental unit in Queens · ★5.0 · 1 bedroom · 1 bed · 2 baths,463941003,Melissa,19155,Forest Hills,Queens,40.7226,-73.85468,Entire home/apt,2,2 baths,1,1,51,19645,2,0,2023,2022,1,0,162.97
2802,730039121672821504,Condo in New York · Studio · 2 beds · 1 bath,29582882,Jerry & Lynn,16512,Midtown,Manhattan,40.75418,-73.97155,Entire home/apt,3,1 bath,1.6,2,1,19410,1,0,2023,2015,1,1,314.58
2803,901468165933699328,Home in Brooklyn · 5 bedrooms · 7 beds · 2 baths,304919614,Douglas,18196,Midwood,Brooklyn,40.61135,-73.96154,Private room,7,2 baths,3.6,7,0,NA,2,0,2023,2019,1,0,277.89
2804,848235377484027776,Townhouse in Queens · 1 bedroom · 1 bed · 1 shared bath,204704622,Momoyo,17736,Elmhurst,Queens,40.72859024,-73.87513723,Private room,1,1 shared bath,1,1,0,NA,1,1,2022.6,2018,0,0,57.62
2805,858387637082439680,Townhouse in New York · 1 bedroom · 1 bed · 1 shared bath,200239515,Shogo,17717,Inwood,Manhattan,40.85975621,-73.92726129,Private room,2,1 shared bath,1,1,1,19496,1,1,2023,2018,0,0,101.41
2806,701290527882775296,Condo in Brooklyn · ★5.0 · 1 bedroom · 2 beds · 1 bath,469988267,Homes,19190,DUMBO,Brooklyn,40.70266,-73.98728,Entire home/apt,3,1 bath,1,2,6,19650,1,0,2023,2022,1,0,254.26
2807,603614312501820800,Rental unit in Queens · ★4.67 · 1 bedroom · 1 bed · 1 bath,56775629,Sakeeb,16830,Bellerose,Queens,40.72756,-73.72987,Entire home/apt,4,1 bath,1,1,82,19604,1,0,2023,2016,1,0,152.85
2808,985596313208772736,Home in Queens · ★New · 1 bedroom · 1 bed · 1 shared bath,204704622,Momoyo,17736,Jackson Heights,Queens,40.74925,-73.8955,Private room,2,1 shared bath,1.8,1,0,NA,1,1,2023,2018,0,0,98.06
2809,964718112595456640,Rental unit in Brooklyn · ★New · 5 bedrooms · 7 beds · 4 baths,26349246,Jose,16454,Bedford-Stuyvesant,Brooklyn,40.6958933,-73.9428317,Entire home/apt,12,4 baths,5,7,0,NA,4,0,2023,2015,1,0,635.66
2810,741855432786425984,Serviced apartment in New York · 1 bedroom · 1 bed · 2 baths,162280872,Urban Furnished,17511,Upper East Side,Manhattan,40.7749268,-73.9481632,Entire home/apt,4,2 baths,1,1,1,19630,2,0,2023,2017,1,0,366.60
2811,735531096154997248,Rental unit in Brooklyn · ★4.95 · 1 bedroom · 1 bed · 1 bath,9553670,Maxine,15999,East Flatbush,Brooklyn,40.64356,-73.95053,Entire home/apt,2,1 bath,1,1,20,19654,1,0,2023,2013,1,0,141.65
2812,640506046655863040,Rental unit in Brooklyn · 1 bedroom · 2 beds · 2 baths,56470374,Jacqueline,16828,Williamsburg,Brooklyn,40.7181,-73.9628,Entire home/apt,1,2 baths,1,2,1,19309,2,0,2022,2016,1,0,272.59
2813,28986906,Townhouse in Queens · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,137358866,Kaz,17344,Astoria,Queens,40.76787,-73.92432,Private room,1,1 shared bath,1.4,1,7,19616,1,1,2023,2017,0,0,95.87
2814,45429765,Rental unit in New York · 1 bedroom · 1 bed · 0 shared baths,305240193,June,18198,SoHo,Manhattan,40.72644398,-74.00313106,Private room,1,0 shared baths,1,1,0,NA,0,1,2023,2019,0,0,128.27
2815,812490633235441152,Serviced apartment in New York · 1 bedroom · 2 beds · 1 bath,496932087,Reservations,19376,Midtown,Manhattan,40.75171045,-73.98633096,Entire home/apt,4,1 bath,1,2,0,NA,1,0,2023,2023,1,1,369.29
2816,17958414,Condo in Brooklyn · ★4.33 · 2 bedrooms · 3 beds · 1 bath,123048179,Joseph,17253,Bensonhurst,Brooklyn,40.61787,-73.99968,Entire home/apt,5,1 bath,2,3,76,19624,1,0,2023,2017,1,0,197.01
